"Mod name","Registry name","Hardness","Resistance"
"Misty World","mist:gold_ore",5.00,60.00
"Misty World","mist:grass_c",0.60,3.00
"Misty World","mist:grass_f",0.50,2.50
"Misty World","mist:grass_r",0.70,3.50
"Misty World","mist:grass_s",0.40,2.00
"Misty World","mist:grass_t",0.50,2.50
"Misty World","mist:gravel",0.60,3.00
"Misty World","mist:humus_dirt",0.60,3.00
"Misty World","mist:humus_grass",0.60,3.00
"Misty World","mist:iron_ore",100.00,3000.00
"Misty World","mist:lapis_ore",100.00,3000.00
"Misty World","mist:loose_rock",0.00,0.00
"Misty World","mist:mulch_block",0.50,2.50
"Misty World","mist:mushrooms_0",0.00,0.00
"Misty World","mist:mushrooms_1",0.00,0.00
"Misty World","mist:mycelium",0.50,2.50
"Misty World","mist:niobium_block",5.00,30.00
"Misty World","mist:niobium_ore",5.00,60.00
"Misty World","mist:oak_block",5.00,25.00
"Misty World","mist:oak_branch",5.00,25.00
"Misty World","mist:oak_leaves",0.20,1.00
"Misty World","mist:oak_slab",5.00,25.00
"Misty World","mist:oak_stairs",5.00,25.00
"Misty World","mist:oak_step",5.00,25.00
"Misty World","mist:oak_trunk",5.00,25.00
"Misty World","mist:peat",0.70,3.50
"Misty World","mist:pine_block",4.00,20.00
"Misty World","mist:pine_branch",4.00,20.00
"Misty World","mist:pine_leaves",0.20,1.00
"Misty World","mist:pine_slab",4.00,20.00
"Misty World","mist:pine_stairs",4.00,20.00
"Misty World","mist:pine_step",4.00,20.00
"Misty World","mist:pine_trunk",4.00,20.00
"Misty World","mist:poplar_block",3.00,15.00
"Misty World","mist:poplar_branch",3.00,15.00
"Misty World","mist:poplar_leaves",0.20,1.00
"Misty World","mist:poplar_slab",3.00,15.00
"Misty World","mist:poplar_stairs",3.00,15.00
"Misty World","mist:poplar_step",3.00,15.00
"Misty World","mist:poplar_trunk",3.00,15.00
"Misty World","mist:portal",0.00,0.00
"Misty World","mist:portal_base",10.00,3000.00
"Misty World","mist:portal_work",10.00,3000.00
"Misty World","mist:s_tree_block",10.00,50.00
"Misty World","mist:s_tree_branch",10.00,50.00
"Misty World","mist:s_tree_leaves",0.20,1.00
"Misty World","mist:s_tree_slab",10.00,50.00
"Misty World","mist:s_tree_stairs",10.00,50.00
"Misty World","mist:s_tree_step",10.00,50.00
"Misty World","mist:s_tree_trunk",10.00,45.00
"Misty World","mist:sand",0.50,2.50
"Misty World","mist:sapropel",0.50,2.50
"Misty World","mist:snow_block",5.00,25.00
"Misty World","mist:snow_branch",5.00,25.00
"Misty World","mist:snow_leaves",0.20,1.00
"Misty World","mist:snow_slab",5.00,25.00
"Misty World","mist:snow_stairs",5.00,25.00
"Misty World","mist:snow_step",5.00,25.00
"Misty World","mist:snow_trunk",5.00,25.00
"Misty World","mist:sponge",0.40,2.00
"Misty World","mist:spruce_block",4.00,20.00
"Misty World","mist:spruce_branch",4.00,20.00
"Misty World","mist:spruce_leaves",0.20,1.00
"Misty World","mist:spruce_slab",4.00,20.00
"Misty World","mist:spruce_stairs",4.00,20.00
"Misty World","mist:spruce_step",4.00,20.00
"Misty World","mist:spruce_trunk",4.00,20.00
"Misty World","mist:stone",100.00,3000.00
"Misty World","mist:stone_basic",800.00,24000.00
"Misty World","mist:stone_porous",5.00,60.00
"Misty World","mist:t_tree_block",6.00,30.00
"Misty World","mist:t_tree_branch",6.00,30.00
"Misty World","mist:t_tree_leaves",0.20,1.00
"Misty World","mist:t_tree_slab",6.00,30.00
"Misty World","mist:t_tree_stairs",6.00,30.00
"Misty World","mist:t_tree_step",6.00,30.00
"Misty World","mist:t_tree_trunk",6.00,30.00
"Misty World","mist:tree_sapling",0.00,0.00
"Misty World","mist:willow_block",4.00,20.00
"Misty World","mist:willow_branch",4.00,20.00
"Misty World","mist:willow_leaves",0.20,1.00
"Misty World","mist:willow_slab",4.00,20.00
"Misty World","mist:willow_stairs",4.00,20.00
"Misty World","mist:willow_step",4.00,20.00
"Misty World","mist:willow_trunk",4.00,20.00
"Natural Pledge","naturalpledge:actuator",5.00,30.00
"Natural Pledge","naturalpledge:alt_leaves0",0.20,1.00
"Natural Pledge","naturalpledge:alt_leaves1",0.20,1.00
"Natural Pledge","naturalpledge:alt_log0",2.00,0.00
"Natural Pledge","naturalpledge:alt_log1",2.00,0.00
"Natural Pledge","naturalpledge:alt_planks",2.00,15.00
"Natural Pledge","naturalpledge:amp",2.00,15.00
"Natural Pledge","naturalpledge:aqua_glass",0.30,0.00
"Natural Pledge","naturalpledge:aqua_pane",0.30,0.00
"Natural Pledge","naturalpledge:aurora_dirt",0.50,0.00
"Natural Pledge","naturalpledge:aurora_leaves",0.20,1.00
"Natural Pledge","naturalpledge:aurora_log",2.00,0.00
"Natural Pledge","naturalpledge:aurora_planks",2.00,15.00
"Natural Pledge","naturalpledge:calico_leaves",0.20,1.00
"Natural Pledge","naturalpledge:calico_log",2.00,0.00
"Natural Pledge","naturalpledge:calico_planks",2.00,15.00
"Natural Pledge","naturalpledge:calico_sapling",0.00,0.00
"Natural Pledge","naturalpledge:circuit_leaves",0.20,1.00
"Natural Pledge","naturalpledge:circuit_log",2.00,0.00
"Natural Pledge","naturalpledge:circuit_planks",2.00,15.00
"Natural Pledge","naturalpledge:circuit_sapling",0.00,0.00
"Natural Pledge","naturalpledge:corporea_resonator",5.50,27.50
"Natural Pledge","naturalpledge:crackling_star",0.00,0.00
"Natural Pledge","naturalpledge:disorient_trap",0.50,0.00
"Natural Pledge","naturalpledge:divine_core",5.00,30.00
"Natural Pledge","naturalpledge:funnel",2.00,0.00
"Natural Pledge","naturalpledge:inferno_trap",0.50,0.00
"Natural Pledge","naturalpledge:iris_dirt",0.50,0.00
"Natural Pledge","naturalpledge:iris_lamp",0.30,0.00
"Natural Pledge","naturalpledge:iris_leaves0",0.20,1.00
"Natural Pledge","naturalpledge:iris_leaves1",0.20,1.00
"Natural Pledge","naturalpledge:iris_leaves2",0.20,1.00
"Natural Pledge","naturalpledge:iris_leaves3",0.20,1.00
"Natural Pledge","naturalpledge:iris_log0",2.00,0.00
"Natural Pledge","naturalpledge:iris_log1",2.00,0.00
"Natural Pledge","naturalpledge:iris_log2",2.00,0.00
"Natural Pledge","naturalpledge:iris_log3",2.00,0.00
"Natural Pledge","naturalpledge:iris_planks",2.00,15.00
"Natural Pledge","naturalpledge:iris_sapling",0.00,0.00
"Natural Pledge","naturalpledge:launch_trap",0.50,0.00
"Natural Pledge","naturalpledge:prism_flame",0.00,0.00
"Natural Pledge","naturalpledge:rainbow_dirt",0.50,0.00
"Natural Pledge","naturalpledge:rainbow_leaves",0.20,1.00
"Natural Pledge","naturalpledge:rainbow_log",2.00,0.00
"Natural Pledge","naturalpledge:rainbow_planks",2.00,15.00
"Natural Pledge","naturalpledge:root_trap",0.50,0.00
"Natural Pledge","naturalpledge:sand_trap",0.50,0.00
"Natural Pledge","naturalpledge:seal_leaves",0.20,1.00
"Natural Pledge","naturalpledge:seal_log",2.00,0.00
"Natural Pledge","naturalpledge:seal_planks",2.00,15.00
"Natural Pledge","naturalpledge:seal_sapling",0.00,0.00
"Natural Pledge","naturalpledge:signal_trap",0.50,0.00
"Natural Pledge","naturalpledge:star",0.00,0.00
"Natural Pledge","naturalpledge:storage",5.00,10.00
"Natural Pledge","naturalpledge:thunder_leaves",0.20,1.00
"Natural Pledge","naturalpledge:thunder_log",2.00,0.00
"Natural Pledge","naturalpledge:thunder_planks",2.00,15.00
"Natural Pledge","naturalpledge:thunder_sapling",0.00,0.00
"Natural Pledge","naturalpledge:thunder_trap",0.00,0.00
"Natural Pledge","naturalpledge:wrath_trap",0.50,0.00
"Nature's Aura","naturesaura:ancient_bark",2.00,10.00
"Nature's Aura","naturesaura:ancient_leaves",0.20,1.00
"Nature's Aura","naturesaura:ancient_log",2.00,10.00
"Nature's Aura","naturesaura:ancient_planks",2.00,10.00
"Nature's Aura","naturesaura:ancient_sapling",0.00,0.00
"Nature's Aura","naturesaura:ancient_slab",1.50,7.50
"Nature's Aura","naturesaura:ancient_slab_double",1.50,7.50
"Nature's Aura","naturesaura:ancient_stairs",2.00,10.00
"Nature's Aura","naturesaura:animal_generator",3.00,15.00
"Nature's Aura","naturesaura:animal_spawner",2.00,10.00
"Nature's Aura","naturesaura:aura_detector",2.00,10.00
"Nature's Aura","naturesaura:auto_crafter",1.50,7.50
"Nature's Aura","naturesaura:conversion_catalyst",2.50,12.50
"Nature's Aura","naturesaura:crushing_catalyst",2.50,12.50
"Nature's Aura","naturesaura:decayed_leaves",0.20,1.00
"Nature's Aura","naturesaura:end_flower",0.50,2.50
"Nature's Aura","naturesaura:field_creator",2.00,10.00
"Nature's Aura","naturesaura:flower_generator",2.00,10.00
"Nature's Aura","naturesaura:furnace_heater",3.00,15.00
"Nature's Aura","naturesaura:gold_brick",2.00,10.00
"Nature's Aura","naturesaura:gold_powder",0.00,0.00
"Nature's Aura","naturesaura:golden_leaves",0.20,1.00
"Nature's Aura","naturesaura:grated_chute",3.00,24.00
"Nature's Aura","naturesaura:hopper_upgrade",2.50,12.50
"Nature's Aura","naturesaura:infused_brick",1.50,7.50
"Nature's Aura","naturesaura:infused_brick_slab",1.25,6.25
"Nature's Aura","naturesaura:infused_brick_slab_double",1.25,6.25
"Nature's Aura","naturesaura:infused_brick_stairs",1.50,7.50
"Nature's Aura","naturesaura:infused_iron_block",3.00,15.00
"Nature's Aura","naturesaura:infused_slab",1.25,6.25
"Nature's Aura","naturesaura:infused_slab_double",1.25,6.25
"Nature's Aura","naturesaura:infused_stairs",1.75,8.75
"Nature's Aura","naturesaura:infused_stone",1.75,8.75
"Nature's Aura","naturesaura:moss_generator",2.50,12.50
"Nature's Aura","naturesaura:nature_altar",4.00,20.00
"Nature's Aura","naturesaura:oak_generator",2.00,10.00
"Nature's Aura","naturesaura:offering_table",2.00,10.00
"Nature's Aura","naturesaura:pickup_stopper",2.00,10.00
"Nature's Aura","naturesaura:placer",2.50,12.50
"Nature's Aura","naturesaura:potion_generator",5.00,25.00
"Nature's Aura","naturesaura:rf_converter",3.00,15.00
"Nature's Aura","naturesaura:spawn_lamp",3.00,15.00
"Nature's Aura","naturesaura:wood_stand",1.50,7.50
"Nature's Destruction","naturesdestruction:explosion_generator",0.00,0.00
"Nature's Destruction","naturesdestruction:explosion_upgrade_capacity",0.00,0.00
"Nature's Destruction","naturesdestruction:explosion_upgrade_speed",0.00,0.00
"Platforms","platforms:platform",3.00,15.00
"Quality Tools","qualitytools:reforging_station",5.00,6000.00
"Quark","quark:acacia_button",0.50,2.50
"Quark","quark:acacia_pressure_plate",0.50,2.50
"Quark","quark:acacia_trapdoor",3.00,15.00
"Quark","quark:andesite_speleothem",1.50,7.50
"Quark","quark:bark",2.00,10.00
"Quark","quark:bark_acacia_slab",2.00,10.00
"Quark","quark:bark_acacia_slab_double",2.00,10.00
"Quark","quark:bark_acacia_stairs",2.00,10.00
"Quark","quark:bark_acacia_wall",2.00,10.00
"Quark","quark:bark_birch_slab",2.00,10.00
"Quark","quark:bark_birch_slab_double",2.00,10.00
"Quark","quark:bark_birch_stairs",2.00,10.00
"Quark","quark:bark_birch_wall",2.00,10.00
"Quark","quark:bark_dark_oak_slab",2.00,10.00
"Quark","quark:bark_dark_oak_slab_double",2.00,10.00
"Quark","quark:bark_dark_oak_stairs",2.00,10.00
"Quark","quark:bark_dark_oak_wall",2.00,10.00
"Quark","quark:bark_jungle_slab",2.00,10.00
"Quark","quark:bark_jungle_slab_double",2.00,10.00
"Quark","quark:bark_jungle_stairs",2.00,10.00
"Quark","quark:bark_jungle_wall",2.00,10.00
"Quark","quark:bark_oak_slab",2.00,10.00
"Quark","quark:bark_oak_slab_double",2.00,10.00
"Quark","quark:bark_oak_stairs",2.00,10.00
"Quark","quark:bark_oak_wall",2.00,10.00
"Quark","quark:bark_spruce_slab",2.00,10.00
"Quark","quark:bark_spruce_slab_double",2.00,10.00
"Quark","quark:bark_spruce_stairs",2.00,10.00
"Quark","quark:bark_spruce_wall",2.00,10.00
"Quark","quark:basalt",1.50,30.00
"Quark","quark:basalt_speleothem",1.50,7.50
"Quark","quark:basalt_wall",1.50,30.00
"Quark","quark:biome_cobblestone",1.50,30.00
"Quark","quark:biotite_block",0.80,4.00
"Quark","quark:biotite_ore",3.20,45.00
"Quark","quark:biotite_slab",0.80,4.00
"Quark","quark:biotite_slab_double",0.80,4.00
"Quark","quark:biotite_stairs",0.80,4.00
"Quark","quark:biotite_wall",0.80,4.00
"Quark","quark:birch_button",0.50,2.50
"Quark","quark:birch_pressure_plate",0.50,2.50
"Quark","quark:birch_trapdoor",3.00,15.00
"Quark","quark:black_ash",0.00,0.00
"Quark","quark:blaze_lantern",0.30,1.50
"Quark","quark:brick_wall",2.00,30.00
"Quark","quark:candle",0.20,1.00
"Quark","quark:carved_wood",2.00,15.00
"Quark","quark:charcoal_block",5.00,30.00
"Quark","quark:charred_nether_brick_slab",2.00,30.00
"Quark","quark:charred_nether_brick_slab_double",2.00,30.00
"Quark","quark:charred_nether_brick_stairs",2.00,30.00
"Quark","quark:charred_nether_bricks",2.00,30.00
"Quark","quark:chute",2.50,12.50
"Quark","quark:colored_flowerpot_black",0.00,0.00
"Quark","quark:colored_flowerpot_blue",0.00,0.00
"Quark","quark:colored_flowerpot_brown",0.00,0.00
"Quark","quark:colored_flowerpot_cyan",0.00,0.00
"Quark","quark:colored_flowerpot_gray",0.00,0.00
"Quark","quark:colored_flowerpot_green",0.00,0.00
"Quark","quark:colored_flowerpot_light_blue",0.00,0.00
"Quark","quark:colored_flowerpot_lime",0.00,0.00
"Quark","quark:colored_flowerpot_magenta",0.00,0.00
"Quark","quark:colored_flowerpot_orange",0.00,0.00
"Quark","quark:colored_flowerpot_pink",0.00,0.00
"Quark","quark:colored_flowerpot_purple",0.00,0.00
"Quark","quark:colored_flowerpot_red",0.00,0.00
"Quark","quark:colored_flowerpot_silver",0.00,0.00
"Quark","quark:colored_flowerpot_white",0.00,0.00
"Quark","quark:colored_flowerpot_yellow",0.00,0.00
"Quark","quark:crystal",0.30,1.50
"Quark","quark:custom_bookshelf",1.50,7.50
"Quark","quark:custom_chest",2.50,12.50
"Quark","quark:custom_chest_trap",2.50,12.50
"Quark","quark:dark_oak_button",0.50,2.50
"Quark","quark:dark_oak_pressure_plate",0.50,2.50
"Quark","quark:dark_oak_trapdoor",3.00,15.00
"Quark","quark:dark_prismarine_wall",1.50,30.00
"Quark","quark:diorite_speleothem",1.50,7.50
"Quark","quark:duskbound_block",1.50,30.00
"Quark","quark:duskbound_block_slab",1.50,30.00
"Quark","quark:duskbound_block_slab_double",1.50,30.00
"Quark","quark:duskbound_block_stairs",1.50,30.00
"Quark","quark:duskbound_block_wall",1.50,30.00
"Quark","quark:duskbound_lantern",1.50,30.00
"Quark","quark:end_bricks_slab",0.80,4.00
"Quark","quark:end_bricks_slab_double",0.80,4.00
"Quark","quark:end_bricks_stairs",0.80,4.00
"Quark","quark:end_bricks_wall",0.80,4.00
"Quark","quark:fire_stone_slab",1.50,30.00
"Quark","quark:fire_stone_slab_double",1.50,30.00
"Quark","quark:fire_stone_stairs",1.50,30.00
"Quark","quark:fire_stone_wall",1.50,30.00
"Quark","quark:framed_glass",3.00,30.00
"Quark","quark:framed_glass_pane",3.00,30.00
"Quark","quark:glowcelium",0.20,1.00
"Quark","quark:glowshroom",0.00,0.00
"Quark","quark:glowstone_dust_block",0.00,0.00
"Quark","quark:gold_button",0.50,2.50
"Quark","quark:granite_speleothem",1.50,7.50
"Quark","quark:gunpowder_block",0.00,0.00
"Quark","quark:hardened_clay_tiles",1.25,21.00
"Quark","quark:hardened_clay_tiles_slab",1.25,21.00
"Quark","quark:hardened_clay_tiles_slab_double",1.25,21.00
"Quark","quark:hardened_clay_tiles_stairs",1.25,21.00
"Quark","quark:icy_stone_slab",1.50,30.00
"Quark","quark:icy_stone_slab_double",1.50,30.00
"Quark","quark:icy_stone_stairs",1.50,30.00
"Quark","quark:icy_stone_wall",1.50,30.00
"Quark","quark:iron_button",0.50,2.50
"Quark","quark:iron_ladder",0.00,0.00
"Quark","quark:iron_plate",5.00,30.00
"Quark","quark:iron_plate_slab",5.00,30.00
"Quark","quark:iron_plate_slab_double",5.00,30.00
"Quark","quark:iron_plate_stairs",5.00,30.00
"Quark","quark:iron_rod",5.00,30.00
"Quark","quark:jungle_button",0.50,2.50
"Quark","quark:jungle_pressure_plate",0.50,2.50
"Quark","quark:jungle_trapdoor",3.00,15.00
"Quark","quark:leaf_carpet",0.20,1.00
"Quark","quark:limestone",1.50,30.00
"Quark","quark:limestone_speleothem",1.50,7.50
"Quark","quark:limestone_wall",1.50,30.00
"Quark","quark:lit_lamp",0.30,1.50
"Quark","quark:magma_bricks",1.50,30.00
"Quark","quark:magma_bricks_slab",1.50,30.00
"Quark","quark:magma_bricks_slab_double",1.50,30.00
"Quark","quark:magma_bricks_stairs",1.50,30.00
"Quark","quark:marble",1.50,30.00
"Quark","quark:marble_speleothem",1.50,7.50
"Quark","quark:marble_wall",1.50,30.00
"Quark","quark:midori_block",1.50,30.00
"Quark","quark:midori_block_slab",1.50,30.00
"Quark","quark:midori_block_slab_double",1.50,30.00
"Quark","quark:midori_block_stairs",1.50,30.00
"Quark","quark:midori_block_wall",1.50,30.00
"Quark","quark:midori_pillar",1.50,30.00
"Quark","quark:nether_brick_fence_gate",2.00,30.00
"Quark","quark:netherrack_speleothem",0.40,7.50
"Quark","quark:obsidian_pressure_plate",50.00,6000.00
"Quark","quark:paper_lantern",1.50,7.50
"Quark","quark:paper_wall",1.50,7.50
"Quark","quark:paper_wall_big",1.50,7.50
"Quark","quark:polished_netherrack",1.50,30.00
"Quark","quark:polished_netherrack_bricks_slab",1.50,30.00
"Quark","quark:polished_netherrack_bricks_slab_double",1.50,30.00
"Quark","quark:polished_netherrack_bricks_stairs",1.50,30.00
"Quark","quark:polished_netherrack_bricks_wall",1.50,30.00
"Quark","quark:polished_stone",1.50,30.00
"Quark","quark:prismarine_bricks_slab",1.50,30.00
"Quark","quark:prismarine_bricks_slab_double",1.50,30.00
"Quark","quark:prismarine_bricks_stairs",1.50,30.00
"Quark","quark:prismarine_bricks_wall",1.50,30.00
"Quark","quark:prismarine_dark_slab",1.50,30.00
"Quark","quark:prismarine_dark_slab_double",1.50,30.00
"Quark","quark:prismarine_dark_stairs",1.50,30.00
"Quark","quark:prismarine_rough_wall",1.50,30.00
"Quark","quark:prismarine_slab",1.50,30.00
"Quark","quark:prismarine_slab_double",1.50,30.00
"Quark","quark:prismarine_stairs",1.50,30.00
"Quark","quark:purpur_block_wall",1.50,30.00
"Quark","quark:quartz_wall",0.80,4.00
"Quark","quark:quilted_wool",0.80,4.00
"Quark","quark:rain_detector",1.50,7.50
"Quark","quark:red_nether_brick_slab",2.00,30.00
"Quark","quark:red_nether_brick_slab_double",2.00,30.00
"Quark","quark:red_nether_brick_stairs",2.00,30.00
"Quark","quark:red_sandstone_bricks_slab",0.80,4.00
"Quark","quark:red_sandstone_bricks_slab_double",0.80,4.00
"Quark","quark:red_sandstone_bricks_stairs",0.80,4.00
"Quark","quark:red_sandstone_smooth_slab",0.80,4.00
"Quark","quark:red_sandstone_smooth_slab_double",0.80,4.00
"Quark","quark:red_sandstone_wall",0.80,4.00
"Quark","quark:redstone_randomizer",0.00,0.00
"Quark","quark:reed_block",0.50,2.50
"Quark","quark:reed_block_slab",0.50,2.50
"Quark","quark:reed_block_slab_double",0.50,2.50
"Quark","quark:reed_block_stairs",0.50,2.50
"Quark","quark:reed_block_wall",0.50,2.50
"Quark","quark:sandstone_bricks_slab",0.80,4.00
"Quark","quark:sandstone_bricks_slab_double",0.80,4.00
"Quark","quark:sandstone_bricks_stairs",0.80,4.00
"Quark","quark:sandstone_new",0.80,4.00
"Quark","quark:sandstone_smooth_slab",0.80,4.00
"Quark","quark:sandstone_smooth_slab_double",0.80,4.00
"Quark","quark:sandstone_wall",0.80,4.00
"Quark","quark:sandy_bricks",2.00,30.00
"Quark","quark:sandy_bricks_slab",2.00,30.00
"Quark","quark:sandy_bricks_slab_double",2.00,30.00
"Quark","quark:sandy_bricks_stairs",2.00,30.00
"Quark","quark:sandy_bricks_wall",2.00,30.00
"Quark","quark:smoker",0.40,2.00
"Quark","quark:snow_bricks",0.20,1.00
"Quark","quark:snow_bricks_slab",0.20,1.00
"Quark","quark:snow_bricks_slab_double",0.20,1.00
"Quark","quark:snow_bricks_stairs",0.20,1.00
"Quark","quark:snow_bricks_wall",0.20,1.00
"Quark","quark:soul_sandstone",1.00,5.00
"Quark","quark:soul_sandstone_bricks_slab",0.80,4.00
"Quark","quark:soul_sandstone_bricks_slab_double",0.80,4.00
"Quark","quark:soul_sandstone_bricks_stairs",0.80,4.00
"Quark","quark:soul_sandstone_slab",1.00,5.00
"Quark","quark:soul_sandstone_slab_double",1.00,5.00
"Quark","quark:soul_sandstone_smooth_slab",0.80,4.00
"Quark","quark:soul_sandstone_smooth_slab_double",0.80,4.00
"Quark","quark:soul_sandstone_stairs",1.00,5.00
"Quark","quark:soul_sandstone_wall",1.00,5.00
"Quark","quark:spruce_button",0.50,2.50
"Quark","quark:spruce_pressure_plate",0.50,2.50
"Quark","quark:spruce_trapdoor",3.00,15.00
"Quark","quark:stained_clay_tiles",1.25,21.00
"Quark","quark:stained_clay_tiles_black_slab",1.25,21.00
"Quark","quark:stained_clay_tiles_black_slab_double",1.25,21.00
"Quark","quark:stained_clay_tiles_black_stairs",1.25,21.00
"Quark","quark:stained_clay_tiles_blue_slab",1.25,21.00
"Quark","quark:stained_clay_tiles_blue_slab_double",1.25,21.00
"Quark","quark:stained_clay_tiles_blue_stairs",1.25,21.00
"Quark","quark:stained_clay_tiles_brown_slab",1.25,21.00
"Quark","quark:stained_clay_tiles_brown_slab_double",1.25,21.00
"Quark","quark:stained_clay_tiles_brown_stairs",1.25,21.00
"Quark","quark:stained_clay_tiles_cyan_slab",1.25,21.00
"Quark","quark:stained_clay_tiles_cyan_slab_double",1.25,21.00
